"熾合金 †","","","","","","総要求数一覧","","",""
"","中級","昇進\n要求数","SLv1～7\n要求数","S特化\n要求数","総要求数","","","",""
"-","","103","97","75","275","","","",""
"","","","","","","","","",""
"☆","職業","名前","昇進\n1","昇進\n2","SLv\n1～7","S1\n特化","S2\n特化","S3\n特化","合計"
"6","前衛","マウンテン","","","","","4","","4"
"6","前衛","耀騎士ニアール","","","5","","","","5"
"6","重装","ユーネクテス","","","6","","","","6"
"6","重装","ホルン","","","6","","7","","13"
"6","狙撃","Ash","","","","4","","","4"
"6","狙撃","ロサ","","","4","","4","","8"
"6","狙撃","ファートゥース","","","","","","7","7"
"6","狙撃","フィアメッタ","","","4","","","","4"
"6","術師","シー","","","5","","","","5"
"6","補助","濁心スカジ","","","4","","","","4"
"6","特殊","ア","","","6","","4","","10"
"6","特殊","グレイディーア","","","6","","","4","10"
"6","特殊","ミヅキ","","","","","4","","4"
"6","特殊","リー","","","","7","","","7"
"6","(小計)","★6","0","0","46","11","23","11","91"
"5","先鋒","キアーベ","","","","","1","","1"
"5","先鋒","ワイルドメイン","","","","4","","","4"
"5","前衛","Tachanka","","","3","","","","3"
"5","前衛","シデロカ","","","4","","","","4"
"5","前衛","バイビーク","","","","","1","","1"
"5","前衛","ラ・プルマ","","","2","","","","2"
"5","重装","Blitz","","","4","3","","","7"
"5","重装","ウン","","","3","","","","3"
"5","重装","オーロラ","","","3","","","","3"
"5","狙撃","アオスタ","","10","3","","","","13"
"5","狙撃","トギフォンス","","10","","","","","10"
"5","術師","アイリス","","","","","1","","1"
"5","術師","アブサント","","10","3","1","","","14"
"5","術師","トミミ","","","","","1","","1"
"5","術師","ビーズワクス","","","4","","","","4"
"5","術師","レオンハルト","","","2","","","","2"
"5","術師","イェラ","","13","","","４","","13"
"5","術師","ロックロック","","","","4","","","4"
"5","医療","トゥイエ","","","2","","","","2"
"5","医療","マルベリー","","","2","","","","2"
"5","補助","シャマレ","","17","","","","","17"
"5","補助","九色鹿","","","4","","","","4"
"5","補助","ハイディ","","","","","3","","3"
"5","特殊","Frost","","","","1","","","1"
"5","特殊","ベナ","","","","","1","","1"
"5","特殊","カゼマル","","","2","","","","2"
"5","(小計)","★5","0","60","41","13","8","0","122"
"4","前衛","アレーン","","","2","","","","2"
"4","前衛","カッター","","","2","","","","2"
"4","狙撃","アンブリエル","","","3","","","","3"
"4","狙撃","パインコーン","","16","","3","","","19"
"4","医療","セイリュウ","","","","","3","","3"
"4","医療","チェストナット","","8","","","","","8"
"4","補助","ポデンコ","","19","","","3","","22"
"4","特殊","ジェイ","","","3","","","","3"
"4","(小計)","★4","0","43","10","3","6","0","62"
