"精錬溶剤","","","","","","総要求数一覧","","",""
"","上級","昇進\n要求数","SLv1～7\n要求数","S特化\n要求数","総要求数","","","",""
"-","","29","0","133","162","","","",""
"","","","","","","","","",""
"☆","職業","名前","昇進\n1","昇進\n2","SLv\n1～7","S1\n特化","S2\n特化","S3\n特化","合計"
"6","先鋒","サイラッハ","","6","","4","","","10"
"6","前衛","耀騎士ニアール","","","","4","","","4"
"6","重装","ホルン","","","","8","4","","12"
"6","狙撃","ファートゥース","","","","","8","4","12"
"6","術師","エーベンホルツ","","7","","","8","8","23"
"6","補助","ノーシス","","","","","","8","8"
"6","補助","リィン","","","","","4","","4"
"6","特殊","リー","","","","4","4","","8"
"6","特殊","帰溟スペクター","","","","4","","4","8"
"6","(小計)","★6","0","13","0","24","28","24","89"
"5","先鋒","ワイルドメイン","","","","3","","","3"
"5","先鋒","ブラックナイト","","","","3","","","3"
"5","重装","アッシュロック","","","","3","","","3"
"5","重装","ツェルニー","","","","5","","","5"
"5","術師","イェラ","","","","","3","","3"
"5","術師","ロックロック","","","","3","","","3"
"5","医療","マルベリー","","","","","5","","5"
"5","医療","ハニーベリー","","7","","","","","7"
"5","医療","濯塵ハイビスカス","","","","4","3","","7"
"5","補助","九色鹿","","","","8","","","8"
"5","補助","ハイディ","","9","","","","","9"
"5","補助","ウインドフリット","","","","","3","","3"
"5","特殊","カゼマル","","","","4","5","","9"
"5","(小計)","★5","0","16","0","33","19","0","68"
"4","医療","チェストナット","","","","3","","","3"
"4","補助","ロベルタ","","","","","2","","2"
"4","(小計)","★4","0","0","0","3","2","0","5"
